idx,wn_id,labels,parent_wn_id,parent_labels,children_wn_ids,children_labels,depth,description,class_id,simplified,keras,coarse-grained
1831,n03206908,['dish'],n03094503,['container'],"['n02880940', 'n02927764', 'n02978753', 'n03105214', 'n03456024', 'n03920288', 'n04050933', 'n04176190', 'n04350581', 'n04556664']","[['bowl'], ['butter_dish'], ['casserole'], ['coquille'], ['gravy_boat', 'gravy_holder', 'sauceboat', 'boat'], ['Petri_dish'], ['ramekin', 'ramequin'], ['serving_dish'], ['sugar_bowl'], ['watch_glass']]",7,a piece of dishware normally used as a container for holding or serving food,-1,,,
1832,n13100156,['poisonous_plant'],n00017222,"['plant', 'flora', 'plant_life']","['n11722982', 'n12757816', 'n11723770', 'n11767354', 'n12767423', 'n12931231', 'n12455950', 'n11733904', 'n12935609', 'n12915140', 'n11773987', 'n12766595', 'n12766869', 'n12677612', 'n12935166', 'n12767648', 'n12940939', 'n12941220', 'n12934985', 'n12767208']","[['aconite'], ['American_holly', 'Christmas_holly'], ['baneberry', 'cohosh', 'herb_Christopher'], ['dogbane'], ['eastern_poison_oak', 'Toxicodendron_quercifolium', 'Rhus_quercifolia', 'Rhus_toxicodenedron'], [""fool's_parsley"", 'lesser_hemlock', 'Aethusa_cynapium'], ['gloriosa', 'glory_lily', 'climbing_lily', 'creeping_lily', 'Gloriosa_superba'], ['hellebore'], ['hemlock', 'poison_hemlock', 'poison_parsley', 'California_fern', 'Nebraska_fern', 'winter_fern', 'Conium_maculatum'], ['lantana'], ['oleander', 'rose_bay', 'Nerium_oleander'], ['poison_ash', 'poison_dogwood', 'poison_sumac', 'Toxicodendron_vernix', 'Rhus_vernix'], ['poison_ivy', 'markweed', 'poison_mercury', 'poison_oak', 'Toxicodendron_radicans', 'Rhus_radicans'], ['snowberry', 'common_snowberry', 'waxberry', 'Symphoricarpos_alba'], ['spotted_cowbane', 'spotted_hemlock', 'spotted_water_hemlock'], ['varnish_tree', 'lacquer_tree', 'Chinese_lacquer_tree', 'Japanese_lacquer_tree', 'Japanese_varnish_tree', 'Japanese_sumac', 'Toxicodendron_vernicifluum', 'Rhus_verniciflua'], ['water_dropwort', 'hemlock_water_dropwort', 'Oenanthe_crocata'], ['water_fennel', 'Oenanthe_aquatica'], ['water_hemlock', 'Cicuta_verosa'], ['western_poison_oak', 'Toxicodendron_diversilobum', 'Rhus_diversiloba']]",7,a plant that when touched or ingested in sufficient quantity can be harmful or fatal to an organism,-1,,,
1833,n04600312,"['workbasket', 'workbox', 'workbag']",n03094503,['container'],['n04179712'],[['sewing_basket']],7,container for holding implements and materials for work (especially for sewing),-1,,,
1834,n10283931,"['major_leaguer', 'big_leaguer']",n09835506,"['ballplayer', 'baseball_player']",[],[],7,a member of a major-league baseball team,-1,,,
1835,n04253168,['snuffer'],n03563967,['implement'],[],[],7,a cone-shaped implement with a handle; for extinguishing candles,-1,,,
1836,n02730265,"['applicator', 'applier']",n03183080,['device'],"['n03372822', 'n03876231', 'n04287747']","[['flux_applicator'], ['paintbrush'], ['spray_gun']]",7,a device for applying a substance,-1,,,
1837,n07875560,['roulade'],n07557434,['dish'],[],[],7,a dish consisting of a slice of meat that is rolled around a filling and cooked,-1,,,
1838,n03550153,"['hut', 'army_hut', 'field_hut']",n04191595,['shelter'],['n03826186'],"[['Nissen_hut', 'Quonset_hut']]",7,temporary military shelter,-1,,,
1839,n07766723,['marang'],n07705931,['edible_fruit'],[],[],7,tropical fruit from the Philippines having a mass of small seeds embedded in sweetish white pulp,-1,,,
1840,n02776205,"['bait', 'decoy', 'lure']",n03183080,['device'],"['n03027797', 'n03350602', 'n03462972', 'n04327110']","[['chum'], [""fisherman's_lure"", 'fish_lure'], ['ground_bait'], ['stool_pigeon']]",7,something used to lure fish or other animals into danger so they can be trapped or killed,-1,,,
1841,n03347731,['firetrap'],n02913152,"['building', 'edifice']",[],[],7,a building that would be hard to escape from if it were to catch fire,-1,,,
1842,n04028764,['pylon'],n04460130,['tower'],[],[],7,a tower for guiding pilots or marking the turning point in a race,-1,,,
1843,n04436675,['time-ball'],n13899404,"['ball', 'globe', 'orb']",[],[],7,a ball that slides down a staff to show a fixed time; especially at an observatory,-1,,,
1844,n07767847,['pear'],n07705931,['edible_fruit'],"['n07768139', 'n07768230', 'n07768068', 'n07768318']","[['anjou'], ['bartlett', 'bartlett_pear'], ['bosc'], ['seckel', 'seckel_pear']]",7,sweet juicy gritty-textured fruit available in many varieties,-1,,,
1845,n02840245,"['binder', 'ring-binder']",n04014297,"['protective_covering', 'protective_cover', 'protection']",[],[],7,holds loose papers or magazines,446,ring binder,binder,paper
1846,n07862244,['bacon_and_eggs'],n07557434,['dish'],[],[],7,eggs (fried or scrambled) served with bacon,-1,,,
1847,n10742997,['utility_man'],n09835506,"['ballplayer', 'baseball_player']",[],[],7,a baseball player valued for the ability to play at several positions,-1,,,
1848,n03851341,['optical_device'],n03183080,['device'],"['n02759257', 'n02842684', 'n02943465', 'n03062798', 'n03070587', 'n03194538', 'n03194812', 'n03340723', 'n03611314', 'n03643253', 'n03656484', 'n03823906', 'n03955941', 'n03976105', 'n04005340', 'n04009801', 'n04098260', 'n04316498', 'n04534651']","[['autofocus'], ['biprism'], ['camera_lucida'], ['coelostat'], ['collimator'], ['diffraction_grating', 'grating'], ['diffuser', 'diffusor'], ['finder', 'viewfinder', 'view_finder'], ['Kerr_cell'], ['laser', 'optical_maser'], ['lens', 'lense', 'lens_system'], ['Nicol_prism'], ['planetarium'], ['polarimeter', 'polariscope'], ['prism', 'optical_prism'], ['projector'], ['Rochon_prism', 'Wollaston_prism'], ['stereoscope'], ['viewer']]",7,a device for producing or controlling light,-1,,,
1849,n09874725,['bride'],n10401829,['participant'],[],[],7,a woman participant in her own marriage ceremony,-1,,,
1850,n02964843,['cargo_container'],n03094503,['container'],[],[],7,a large container for freight,-1,,,
1851,n04475411,['trapeze'],n04371774,['swing'],[],[],7,a swing used by circus acrobats,-1,,,
1852,n03878674,"['palette', 'pallet']",n02856463,['board'],[],[],7,board that provides a flat surface on which artists mix paints and the range of colors used,-1,,,
1853,n07874780,['porridge'],n07557434,['dish'],"['n07704054', 'n07703889', 'n07874995']","[['gruel'], ['hasty_pudding'], ['oatmeal', 'burgoo']]",7,soft food made by boiling oatmeal or other meal or legumes in water or milk until thick,-1,,,
1854,n07871810,"['meat_loaf', 'meatloaf']",n07557434,['dish'],['n07875693'],[['fish_loaf']],7,a baked loaf of ground meat,962,meatloaf,meat loaf,food
1855,n03120198,"['court', 'courtyard']",n02735688,['area'],"['n02754656', 'n02775813', 'n03047941', 'n03378005', 'n03382292', 'n03895170']","[['atrium'], ['bailey'], ['cloister'], ['food_court'], ['forecourt'], ['parvis']]",7,an area wholly or partly surrounded by walls or buildings,-1,,,
1856,n03423099,['gas_fixture'],n03183080,['device'],[],[],7,a device to convey illuminating gas from the pipe to the gas burner,-1,,,
1857,n07710283,['root_vegetable'],n07707451,"['vegetable', 'veggie', 'veg']","['n07719839', 'n07730207', 'n07730708', 'n07719058', 'n07735404', 'n07710616', 'n07735687', 'n07735052', 'n07712063', 'n07736813', 'n07735803', 'n07711907']","[['beet', 'beetroot'], ['carrot'], ['celeriac', 'celery_root'], ['Jerusalem_artichoke', 'sunchoke'], ['parsnip'], ['potato', 'white_potato', 'Irish_potato', 'murphy', 'spud', 'tater'], ['radish'], ['salsify'], ['sweet_potato'], ['taro', 'taro_root', 'cocoyam', 'dasheen', 'edda'], ['turnip'], ['yam']]",7,any of various fleshy edible underground roots or tubers,-1,,,
1858,n07769886,"['pulasan', 'pulassan']",n07705931,['edible_fruit'],[],[],7,fruit of an East Indian tree similar to the rambutan but sweeter,-1,,,
1859,n02763604,"['aviary', 'bird_sanctuary', 'volary']",n02913152,"['building', 'edifice']",[],[],7,a building where birds are kept,-1,,,
1860,n04406687,"['telpher', 'telfer']",n03100490,"['conveyance', 'transport']",[],[],7,one of the conveyances (or cars) in a telpherage,-1,,,
1861,n04613158,"['yoke', 'coupling']",n03091374,"['connection', 'connexion', 'connector', 'connecter', 'connective']",[],[],7,a connection (like a clamp or vise) between two things so they move together,-1,,,
1862,n07684600,['quick_bread'],n07679356,"['bread', 'breadstuff', 'staff_of_life']","['n07684938', 'n07693972', 'n07687789', 'n07685118', 'n07685031', 'n07685399', 'n07690273', 'n07685218', 'n07685303', 'n07690892', 'n07685546', 'n07690585']","[['banana_bread'], ['biscuit'], ['cornbread'], ['date-nut_bread'], ['date_bread'], ['Irish_soda_bread'], ['muffin', 'gem'], ['nut_bread'], ['oatcake'], ['scone'], ['skillet_bread', 'fry_bread'], ['Yorkshire_pudding']]",7,breads made with a leavening agent that permits immediate baking,-1,,,
1863,n02666943,"['abattoir', 'butchery', 'shambles', 'slaughterhouse']",n02913152,"['building', 'edifice']",[],[],7,a building where animals are butchered,-1,,,
1864,n02846141,['black'],n03051540,"['clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment']",[],[],7,black clothing (worn as a sign of mourning),-1,,,
1865,n07861983,['moo_goo_gai_pan'],n07557434,['dish'],[],[],7,a Cantonese dish of chicken and sauteed vegetables,-1,,,
1866,n04125692,['safety_arch'],n02733524,['arch'],[],[],7,an undecorated arch that is included in order to strengthen or support a construction,-1,,,
1867,n13011679,"['gill', 'lamella']",n13087625,['plant_organ'],[],[],7,any of the radiating leaflike spore-producing structures on the underside of the cap of a mushroom or similar fungus,-1,,,
1868,n07765208,['elderberry'],n13138308,"['drupe', 'stone_fruit']",[],[],7,berrylike fruit of an elder used for e.g. wines and jellies,-1,,,
1869,n07766409,"['longanberry', ""dragon's_eye""]",n07705931,['edible_fruit'],[],[],7,Asian fruit similar to litchi,-1,,,
1870,n02152991,['game'],n00015388,"['animal', 'animate_being', 'beast', 'brute', 'creature', 'fauna']","['n02153109', 'n02153203']","[['big_game'], ['game_bird']]",7,animal hunted for food or sport,-1,,,
1871,n03103128,"['cooling_system', 'engine_cooling_system']",n03294048,['equipment'],[],[],7,equipment in a motor vehicle that cools the engine,-1,,,
1872,n07619004,['custard'],n07557434,['dish'],"['n07620597', 'n07619301', 'n07619409', 'n07619208', 'n07619508']","[['Bavarian_cream'], ['creme_anglais'], ['creme_brulee'], ['creme_caramel'], ['fruit_custard']]",7,sweetened mixture of milk and eggs baked or boiled or frozen,-1,,,
1873,n07886463,['aperitif'],n07884567,"['alcohol', 'alcoholic_drink', 'alcoholic_beverage', 'intoxicant', 'inebriant']",[],[],7,alcoholic beverage taken before a meal as an appetizer,-1,,,
1874,n03379828,"['footbridge', 'overcrossing', 'pedestrian_bridge']",n02898711,"['bridge', 'span']","['n03415486', 'n03596099']","[['gangplank', 'gangboard', 'gangway'], ['jet_bridge']]",7,a bridge designed for pedestrians,-1,,,
1875,n04251791,['snowboard'],n02856463,['board'],[],[],7,a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes,-1,,,
1876,n04511002,['university'],n03297735,['establishment'],"['n03036244', 'n03868044', 'n04066023']","[['city_university'], ['Oxbridge'], ['redbrick_university']]",7,"establishment where a seat of higher learning is housed, including administrative and living quarters as well as facilities for research and teaching",-1,,,
1877,n03319457,['false_face'],n03724870,['mask'],[],[],7,a mask worn as part of a masquerade costume,-1,,,
1878,n04524313,['vehicle'],n03100490,"['conveyance', 'transport']","['n02918964', 'n03125870', 'n03764276', 'n04099429', 'n04228422', 'n04235291', 'n04310157', 'n04576211']","[['bumper_car', 'Dodgem'], ['craft'], ['military_vehicle'], ['rocket', 'projectile'], ['skibob'], ['sled', 'sledge', 'sleigh'], ['steamroller', 'road_roller'], ['wheeled_vehicle']]",7,a conveyance that transports people or objects,-1,,,
1879,n07588947,['stew'],n07557434,['dish'],"['n07592481', 'n07589458', 'n07589543', 'n07589724', 'n07591473', 'n07592094', 'n07590320', 'n07590611', 'n07590502', 'n07591049', 'n07591330', 'n07591236', 'n07590068', 'n07589967', 'n07591162', 'n07593004', 'n07587111', 'n07590177', 'n07592656', 'n07592768', 'n07593107']","[['beef_stew'], ['bigos'], ['Brunswick_stew'], ['burgoo'], ['fish_stew'], ['fricassee'], ['goulash', 'Hungarian_goulash', 'gulyas'], ['hot_pot', 'hotpot'], ['hotchpotch'], ['Irish_stew'], ['lobscouse', 'lobscuse', 'scouse'], ['lobster_stew'], ['mulligan_stew', 'mulligan', 'Irish_burgoo'], ['olla_podrida', 'Spanish_burgoo'], ['oyster_stew'], ['pot-au-feu'], ['pottage'], ['purloo', 'chicken_purloo', 'poilu'], ['ragout'], ['ratatouille'], ['slumgullion']]",7,food prepared by stewing especially meat or fish with vegetables,-1,,,
1880,n03449564,['government_building'],n02913152,"['building', 'edifice']","['n02956699', 'n03005033', 'n03121431', 'n03152303', 'n03203806', 'n04305210', 'n04461437']","[['capitol'], ['chancellery'], ['courthouse'], ['customhouse', 'customshouse'], ['diplomatic_building'], ['Statehouse'], ['town_hall']]",7,a building that houses a branch of government,-1,,,
1881,n13040303,"['stinkhorn', 'carrion_fungus']",n12992868,['fungus'],"['n13040629', 'n13041312', 'n13040796', 'n13042982']","[['common_stinkhorn', 'Phallus_impudicus'], ['dog_stinkhorn', 'Mutinus_caninus'], ['Phallus_ravenelii'], ['stinky_squid', 'Pseudocolus_fusiformis']]",7,any of various ill-smelling brown-capped fungi of the order Phallales,994,stinkhorn mushroom,stinkhorn,fungus
1882,n04112654,['rotunda'],n02913152,"['building', 'edifice']",[],[],7,a building having a circular plan and a dome,-1,,,
1883,n01323781,['giant'],n00015388,"['animal', 'animate_being', 'beast', 'brute', 'creature', 'fauna']",[],[],7,any creature of exceptional size,-1,,,
1884,n03305300,"['explosive_detection_system', 'EDS']",n04377057,['system'],[],[],7,a rapid automatic system to detect plastic explosives in passengers' luggage using X-ray technology and computers; designed for use in airports,-1,,,
1885,n07864638,['Tetrazzini'],n07557434,['dish'],['n07864475'],[['chicken_Tetrazzini']],7,a pasta dish with cream sauce and mushrooms,-1,,,
1886,n07654148,"['barbecue', 'barbeque']",n07557434,['dish'],[],[],7,meat that has been barbecued or grilled in a highly seasoned sauce,-1,,,
1887,n07843636,['fried_egg'],n07557434,['dish'],[],[],7,eggs cooked by sauteing in oil or butter; sometimes turned and cooked on both sides,-1,,,
1888,n13080306,['blastomycete'],n12992868,['fungus'],[],[],7,any of various yeastlike budding fungi of the genus Blastomyces; cause disease in humans and other animals,-1,,,
1889,n03436549,['gift_wrapping'],n04605726,"['wrapping', 'wrap', 'wrapper']",[],[],7,ornamental wrapping for gifts,-1,,,
1890,n03679384,"['living_quarters', 'quarters']",n03546340,"['housing', 'lodging', 'living_accommodations']","['n02672371', 'n03195485', 'n03224893', 'n03382104', 'n03494105', 'n03763727']","[['accommodation'], ['diggings', 'digs', 'domiciliation', 'lodgings', 'pad'], ['dormitory', 'dorm', 'residence_hall', 'hall', 'student_residence'], ['forecastle', ""fo'c'sle""], ['harem', 'hareem', 'seraglio', 'serail'], ['military_quarters']]",7,housing available for people to live in,-1,,,
1891,n03690938,['lotion'],n04447443,"['toiletry', 'toilet_articles']","['n02683791', 'n02862916', 'n03487444', 'n04450640']","[['after-shave', 'after-shave_lotion'], ['body_lotion'], ['hand_lotion'], ['toner']]",7,any of various cosmetic preparations that are applied to the skin,631,lotion,lotion,other
1892,n07886176,"['hooch', 'hootch']",n07884567,"['alcohol', 'alcoholic_drink', 'alcoholic_beverage', 'intoxicant', 'inebriant']",['n07922299'],[['pruno']],7,an illicitly distilled (and usually inferior) alcoholic liquor,-1,,,
1893,n13034555,['Wynnea_americana'],n12992868,['fungus'],[],[],7,a fungus composed of several apothecia that look like elongated rabbit ears; the sterile surface is dark brown and warty; the fertile surface is smooth and pinkish orange,-1,,,
1894,n07882886,"['mix', 'premix']",n07882497,"['concoction', 'mixture', 'intermixture']","['n07593774', 'n07594250']","[['ready-mix'], ['self-rising_flour', 'self-raising_flour']]",7,a commercially prepared mixture of dry ingredients,-1,,,
